@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric

@data
5738,'2018/10/17 13:53:49:193',16,93,416,688,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5739,'2018/10/17 13:53:49:204',16,93,416,688,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5740,'2018/10/17 13:53:49:271',16,92,397,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5741,'2018/10/17 13:53:49:272',16,92,397,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5742,'2018/10/17 13:53:49:283',16,92,397,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5743,'2018/10/17 13:53:49:374',16,86,343,700,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5744,'2018/10/17 13:53:49:375',16,86,343,700,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5745,'2018/10/17 13:53:49:386',16,79,338,699,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5746,'2018/10/17 13:53:49:395',16,79,338,699,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5747,'2018/10/17 13:53:49:562',16,97,328,694,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5748,'2018/10/17 13:53:49:562',16,97,328,694,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5749,'2018/10/17 13:53:49:786',16,93,409,686,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5750,'2018/10/17 13:53:49:787',16,93,409,686,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5751,'2018/10/17 13:53:49:834',16,95,402,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5752,'2018/10/17 13:53:49:834',16,95,402,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5753,'2018/10/17 13:53:49:962',16,94,347,691,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5754,'2018/10/17 13:53:49:962',16,94,347,691,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5755,'2018/10/17 13:53:50:049',16,95,268,695,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5756,'2018/10/17 13:53:50:049',16,95,268,695,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5757,'2018/10/17 13:53:50:248',16,90,299,702,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5758,'2018/10/17 13:53:50:248',16,90,299,702,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5759,'2018/10/17 13:53:50:259',16,90,299,702,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5760,'2018/10/17 13:53:50:269',16,90,299,702,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5761,'2018/10/17 13:53:50:549',16,92,402,685,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5762,'2018/10/17 13:53:50:549',16,92,402,685,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5763,'2018/10/17 13:53:50:671',16,74,397,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5764,'2018/10/17 13:53:50:671',16,74,397,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5765,'2018/10/17 13:53:50:681',16,74,397,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5766,'2018/10/17 13:53:50:968',16,97,243,697,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5767,'2018/10/17 13:53:50:968',16,97,243,697,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5768,'2018/10/17 13:53:50:987',16,96,230,696,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5769,'2018/10/17 13:53:51:057',16,93,175,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5770,'2018/10/17 13:53:51:057',16,93,175,690,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5771,'2018/10/17 13:53:51:400',16,95,81,665,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5772,'2018/10/17 13:53:51:400',16,95,81,665,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5773,'2018/10/17 13:53:51:412',16,95,81,665,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5774,'2018/10/17 13:53:51:642',16,81,19,689,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5775,'2018/10/17 13:53:51:642',16,81,19,689,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5776,'2018/10/17 13:53:51:689',16,93,34,691,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5777,'2018/10/17 13:53:51:689',16,93,34,691,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5778,'2018/10/17 13:53:51:699',16,89,34,692,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5779,'2018/10/17 13:53:51:710',16,89,34,692,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5780,'2018/10/17 13:53:51:779',16,94,23,692,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5781,'2018/10/17 13:53:51:779',16,94,23,692,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5782,'2018/10/17 13:53:51:789',16,94,23,692,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5783,'2018/10/17 13:53:51:860',16,90,8,694,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5784,'2018/10/17 13:53:51:860',16,90,8,694,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5785,'2018/10/17 13:53:51:993',16,91,0,695,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5786,'2018/10/17 13:53:51:994',16,91,0,695,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5787,'2018/10/17 13:53:52:004',16,85,0,695,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5788,'2018/10/17 13:53:52:014',16,83,0,694,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5789,'2018/10/17 13:53:52:268',16,101,110,693,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5790,'2018/10/17 13:53:52:269',16,101,110,693,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5791,'2018/10/17 13:53:52:279',16,101,110,693,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5792,'2018/10/17 13:53:52:355',16,87,233,696,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5793,'2018/10/17 13:53:52:355',16,87,233,696,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5794,'2018/10/17 13:53:52:365',16,87,233,696,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5795,'2018/10/17 13:53:52:509',16,104,421,686,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5796,'2018/10/17 13:53:52:510',16,104,421,686,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5797,'2018/10/17 13:53:52:520',16,104,421,686,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5798,'2018/10/17 13:53:52:575',16,85,483,676,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5799,'2018/10/17 13:53:52:576',16,85,483,676,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5800,'2018/10/17 13:53:52:603',16,78,506,679,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5801,'2018/10/17 13:53:52:603',16,78,506,679,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5802,'2018/10/17 13:53:52:717',16,77,513,687,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5803,'2018/10/17 13:53:52:717',16,77,513,687,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5804,'2018/10/17 13:53:52:728',16,77,513,687,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5805,'2018/10/17 13:53:52:886',16,93,488,693,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5806,'2018/10/17 13:53:52:887',16,93,488,693,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5807,'2018/10/17 13:53:52:897',16,93,488,693,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5808,'2018/10/17 13:53:52:959',16,86,482,697,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5809,'2018/10/17 13:53:52:959',16,86,482,697,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5810,'2018/10/17 13:53:52:970',16,86,482,697,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5811,'2018/10/17 13:53:53:167',16,95,481,693,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5812,'2018/10/17 13:53:53:167',16,95,481,693,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5813,'2018/10/17 13:53:53:191',16,93,489,691,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5814,'2018/10/17 13:53:53:191',16,93,489,691,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5815,'2018/10/17 13:53:53:274',16,86,511,689,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5816,'2018/10/17 13:53:53:274',16,86,511,689,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5817,'2018/10/17 13:53:53:285',16,86,511,689,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5818,'2018/10/17 13:53:53:389',16,81,477,699,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5819,'2018/10/17 13:53:53:390',16,81,477,699,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5820,'2018/10/17 13:53:53:562',16,85,403,703,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5821,'2018/10/17 13:53:53:562',16,85,403,703,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5822,'2018/10/17 13:53:53:573',16,85,403,703,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5823,'2018/10/17 13:53:53:674',16,79,469,698,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5824,'2018/10/17 13:53:53:674',16,79,469,698,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5825,'2018/10/17 13:53:53:684',16,79,469,698,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5826,'2018/10/17 13:53:53:761',16,74,490,704,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5827,'2018/10/17 13:53:53:762',16,74,490,704,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5828,'2018/10/17 13:53:53:773',16,74,490,704,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5829,'2018/10/17 13:53:53:791',16,75,493,708,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5830,'2018/10/17 13:53:53:792',16,75,493,708,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5831,'2018/10/17 13:53:53:988',16,90,466,707,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5832,'2018/10/17 13:53:53:988',16,90,466,707,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5833,'2018/10/17 13:53:53:998',16,90,466,707,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5834,'2018/10/17 13:53:54:077',16,85,402,707,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5835,'2018/10/17 13:53:54:077',16,85,402,707,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5836,'2018/10/17 13:53:54:186',16,84,307,706,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5837,'2018/10/17 13:53:54:187',16,84,307,706,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5838,'2018/10/17 13:53:54:197',16,84,307,706,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5839,'2018/10/17 13:53:54:278',16,78,369,710,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5840,'2018/10/17 13:53:54:278',16,78,369,710,0.82,1635.159912,0,8,0.1,?,0.06,0.99,1,?
5841,'2018/10/17 13:57:28:163',17,173,1,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5842,'2018/10/17 13:57:28:164',17,173,1,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5843,'2018/10/17 13:57:28:414',17,141,0,894,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5844,'2018/10/17 13:57:28:415',17,141,0,894,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5845,'2018/10/17 13:57:28:456',17,148,0,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5846,'2018/10/17 13:57:28:457',17,148,0,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5847,'2018/10/17 13:57:28:467',17,148,0,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5848,'2018/10/17 13:57:28:492',17,149,0,893,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5849,'2018/10/17 13:57:28:493',17,149,0,893,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5850,'2018/10/17 13:57:28:731',17,143,0,893,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5851,'2018/10/17 13:57:28:732',17,143,0,893,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5852,'2018/10/17 13:57:28:741',17,143,0,893,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5853,'2018/10/17 13:57:28:788',17,155,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5854,'2018/10/17 13:57:28:788',17,155,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5855,'2018/10/17 13:57:28:800',17,155,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5856,'2018/10/17 13:57:28:884',17,132,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5857,'2018/10/17 13:57:28:885',17,132,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5858,'2018/10/17 13:57:29:075',17,143,4,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5859,'2018/10/17 13:57:29:075',17,143,4,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5860,'2018/10/17 13:57:29:191',17,153,3,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5861,'2018/10/17 13:57:29:192',17,153,3,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5862,'2018/10/17 13:57:29:201',17,153,3,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5863,'2018/10/17 13:57:29:455',17,137,0,902,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5864,'2018/10/17 13:57:29:455',17,137,0,902,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5865,'2018/10/17 13:57:29:466',17,137,0,902,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5866,'2018/10/17 13:57:29:521',17,134,2,901,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5867,'2018/10/17 13:57:29:522',17,134,2,901,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5868,'2018/10/17 13:57:29:616',17,135,4,904,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5869,'2018/10/17 13:57:29:617',17,135,4,904,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5870,'2018/10/17 13:57:29:627',17,135,4,904,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5871,'2018/10/17 13:57:29:867',17,133,0,902,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5872,'2018/10/17 13:57:29:868',17,133,0,902,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5873,'2018/10/17 13:57:29:898',17,147,1,901,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5874,'2018/10/17 13:57:29:898',17,147,1,901,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5875,'2018/10/17 13:57:29:910',17,147,1,901,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5876,'2018/10/17 13:57:29:945',17,159,6,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5877,'2018/10/17 13:57:29:946',17,159,6,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5878,'2018/10/17 13:57:29:956',17,159,6,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5879,'2018/10/17 13:57:30:185',17,150,0,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5880,'2018/10/17 13:57:30:186',17,150,0,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5881,'2018/10/17 13:57:30:197',17,150,0,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5882,'2018/10/17 13:57:30:206',17,150,0,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5883,'2018/10/17 13:57:30:244',17,145,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5884,'2018/10/17 13:57:30:245',17,145,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5885,'2018/10/17 13:57:30:294',17,135,3,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5886,'2018/10/17 13:57:30:294',17,135,3,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5887,'2018/10/17 13:57:30:487',17,157,1,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5888,'2018/10/17 13:57:30:487',17,157,1,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5889,'2018/10/17 13:57:30:576',17,128,6,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5890,'2018/10/17 13:57:30:577',17,128,6,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5891,'2018/10/17 13:57:30:587',17,128,6,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5892,'2018/10/17 13:57:30:613',17,131,2,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5893,'2018/10/17 13:57:30:613',17,131,2,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5894,'2018/10/17 13:57:30:623',17,131,2,900,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5895,'2018/10/17 13:57:30:633',17,136,0,901,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5896,'2018/10/17 13:57:30:798',17,123,2,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5897,'2018/10/17 13:57:30:799',17,123,2,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5898,'2018/10/17 13:57:30:866',17,144,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5899,'2018/10/17 13:57:30:866',17,144,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5900,'2018/10/17 13:57:30:878',17,144,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5901,'2018/10/17 13:57:30:944',17,148,0,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5902,'2018/10/17 13:57:30:944',17,148,0,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5903,'2018/10/17 13:57:30:954',17,148,0,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5904,'2018/10/17 13:57:31:128',17,146,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5905,'2018/10/17 13:57:31:129',17,146,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5906,'2018/10/17 13:57:31:139',17,146,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5907,'2018/10/17 13:57:31:187',17,134,1,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5908,'2018/10/17 13:57:31:187',17,134,1,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5909,'2018/10/17 13:57:31:198',17,134,1,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5910,'2018/10/17 13:57:31:223',17,131,3,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5911,'2018/10/17 13:57:31:223',17,131,3,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5912,'2018/10/17 13:57:31:280',17,123,4,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5913,'2018/10/17 13:57:31:281',17,123,4,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5914,'2018/10/17 13:57:31:532',17,142,1,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5915,'2018/10/17 13:57:31:533',17,142,1,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5916,'2018/10/17 13:57:31:542',17,142,1,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5917,'2018/10/17 13:57:31:562',17,124,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5918,'2018/10/17 13:57:31:563',17,124,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5919,'2018/10/17 13:57:31:572',17,124,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5920,'2018/10/17 13:57:31:622',17,140,4,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5921,'2018/10/17 13:57:31:622',17,140,4,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5922,'2018/10/17 13:57:31:633',17,140,4,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5923,'2018/10/17 13:57:31:641',17,136,0,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5924,'2018/10/17 13:57:31:862',17,164,4,893,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5925,'2018/10/17 13:57:31:863',17,164,4,893,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5926,'2018/10/17 13:57:31:872',17,164,4,893,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5927,'2018/10/17 13:57:31:909',17,164,6,894,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5928,'2018/10/17 13:57:31:909',17,164,6,894,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5929,'2018/10/17 13:57:32:010',17,145,1,892,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5930,'2018/10/17 13:57:32:011',17,145,1,892,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5931,'2018/10/17 13:57:32:253',17,157,2,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5932,'2018/10/17 13:57:32:254',17,157,2,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5933,'2018/10/17 13:57:32:292',17,148,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5934,'2018/10/17 13:57:32:292',17,148,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5935,'2018/10/17 13:57:32:529',17,150,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5936,'2018/10/17 13:57:32:530',17,150,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5937,'2018/10/17 13:57:32:675',17,146,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5938,'2018/10/17 13:57:32:676',17,146,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5939,'2018/10/17 13:57:32:685',17,146,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5940,'2018/10/17 13:57:32:927',17,146,5,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5941,'2018/10/17 13:57:32:927',17,146,5,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5942,'2018/10/17 13:57:32:938',17,146,5,898,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5943,'2018/10/17 13:57:32:974',17,167,3,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5944,'2018/10/17 13:57:32:975',17,167,3,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5945,'2018/10/17 13:57:32:984',17,167,3,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5946,'2018/10/17 13:57:32:996',17,154,4,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5947,'2018/10/17 13:57:33:352',17,143,0,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5948,'2018/10/17 13:57:33:352',17,143,0,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5949,'2018/10/17 13:57:33:363',17,143,0,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5950,'2018/10/17 13:57:33:413',17,156,3,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5951,'2018/10/17 13:57:33:413',17,156,3,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5952,'2018/10/17 13:57:33:607',17,135,0,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5953,'2018/10/17 13:57:33:607',17,135,0,895,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5954,'2018/10/17 13:57:33:672',17,139,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5955,'2018/10/17 13:57:33:673',17,139,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5956,'2018/10/17 13:57:33:682',17,139,0,899,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5957,'2018/10/17 13:57:33:741',17,139,9,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5958,'2018/10/17 13:57:33:742',17,139,9,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5959,'2018/10/17 13:57:33:752',17,134,2,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5960,'2018/10/17 13:57:33:972',17,141,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5961,'2018/10/17 13:57:33:972',17,141,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5962,'2018/10/17 13:57:33:983',17,141,5,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5963,'2018/10/17 13:57:34:204',17,155,4,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5964,'2018/10/17 13:57:34:205',17,155,4,896,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5965,'2018/10/17 13:57:34:259',17,156,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5966,'2018/10/17 13:57:34:259',17,156,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5967,'2018/10/17 13:57:34:270',17,156,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5968,'2018/10/17 13:57:34:281',17,156,0,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5969,'2018/10/17 13:57:34:351',17,130,7,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5970,'2018/10/17 13:57:34:352',17,130,7,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5971,'2018/10/17 13:57:34:362',17,130,7,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5972,'2018/10/17 13:57:34:592',17,160,1,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5973,'2018/10/17 13:57:34:592',17,160,1,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
5974,'2018/10/17 13:57:34:602',17,160,1,897,1.53,42,0.130001,5,47,?,109,3.309998,0.02,?
